build frame, eskf_obs, fov segment, laser convert, laser ds, map update, optimize, poseEstimate, predict, processMeasurement, pub cloud, state init, 
3.5076,0.022266,2.49332,1.22554,4.11816,0.867635,19.3627,14.8619,0.039857,19.6172,0.125912,0.00085,
3.79636,0.016586,2.02035,1.53158,3.90771,0.746876,58.6407,22.1326,0.0422,20.4471,0.110407,0.000464,
3.64889,0.01776,2.01965,1.31342,3.99665,0.721159,11.639,61.3851,0.039543,58.8828,0.110838,0.000276,
3.60685,0.01688,2.13624,1.20064,3.94357,0.773687,52.3216,14.5517,0.038767,26.9746,0.112218,0.000243,
3.40825,0.019401,2.32697,1.20789,4.03411,0.931624,18.7353,55.5843,0.039536,59.5681,0.12074,0.000286,
3.39213,0.024026,3.17505,1.19456,4.27783,0.886216,19.018,22.8022,0.039811,18.432,0.131376,0.000331,
4.07033,0.017371,2.2375,1.38701,4.17653,0.76425,19.7774,22.0238,0.048299,67.4895,0.117709,0.000755,
3.69299,0.016627,2.12467,1.34765,4.1871,0.711424,12.5695,22.6172,0.04118,59.9808,0.128452,0.000835,
3.30184,0.023052,2.55817,1.75181,4.38174,1.51871,50.2219,16.6529,0.039209,27.5502,0.121596,0.000265,
3.4953,0.020062,4.12807,1.37817,4.45871,0.856703,49.2172,55.2132,0.049605,58.4507,0.126268,0.000296,
3.57316,0.018939,2.59101,1.66511,4.29868,0.798015,50.2164,52.6135,0.049308,68.7914,0.119165,0.000423,
3.97268,0.01677,2.05621,1.31565,4.23889,0.697692,12.1826,52.9734,0.040233,19.0455,0.1251,0.000266,
3.82785,0.024524,2.60207,1.46199,4.07931,0.907598,52.6361,15.6968,0.039281,26.8682,0.121105,0.000269,
3.69549,0.024447,3.36429,1.2837,4.11566,0.802182,19.3128,56.8064,0.040233,65.5778,0.145257,0.000302,
3.69499,0.017565,2.26217,1.90592,4.3328,0.804644,50.8837,22.3861,0.04158,18.6899,0.124729,0.000323,
3.33489,0.017664,2.2437,1.2034,3.98524,0.788256,10.5289,53.9223,0.040088,59.5923,0.117694,0.00024,
3.38013,0.019333,2.41065,1.88468,7.63099,0.703064,19.9203,13.6464,0.039619,26.8652,0.115354,0.000284,
3.61683,0.022001,3.15773,1.29631,3.96275,0.838312,11.2447,23.9207,0.041475,27.1881,0.120674,0.000277,
3.59642,0.018174,2.25278,1.31885,4.17268,0.762674,10.9783,14.2633,0.039778,26.9415,0.112174,0.000294,
3.38806,0.02285,2.21903,1.45412,3.99437,0.724194,51.8685,13.9249,0.043107,20.5305,0.120935,0.000227,
3.5994,0.017,2.06043,1.35083,4.09887,0.715211,51.958,54.6476,0.039172,59.4275,0.114333,0.000253,
3.31327,0.016167,2.18203,1.26321,4.39036,0.762352,50.9113,54.9067,0.039786,56.9317,0.117769,0.000282,
3.34481,0.023174,2.70569,1.28377,3.942,0.843402,11.0293,54.4652,0.039845,57.6445,0.125592,0.000275,
3.51767,0.015999,2.19549,1.23757,3.85731,0.735964,50.3212,13.9649,0.040694,20.0906,0.127035,0.000334,
3.51037,0.017081,2.27998,1.31997,3.93783,0.751433,10.838,53.3564,0.039998,61.1949,0.119598,0.000264,
3.45073,0.020373,2.64226,1.52456,4.15175,0.796269,52.9698,14.2818,0.039627,26.9373,0.123568,0.000271,
3.63034,0.016442,2.18745,1.32594,4.05262,0.672309,11.5513,55.8333,0.041126,57.8589,0.117066,0.000301,
3.69727,0.016522,2.20724,1.47433,4.06124,0.722852,10.8842,14.4847,0.040002,17.6358,0.113906,0.000353,
3.4744,0.02169,3.73151,1.36031,4.02056,0.818464,19.5253,15.4391,0.039235,28.2579,0.129729,0.000274,
3.64574,0.016828,2.23038,1.19555,3.99471,0.729441,57.1816,22.4892,0.042199,18.5165,0.122454,0.000314,
3.45535,0.021564,2.74694,1.19346,4.25464,1.00462,51.9652,60.9374,0.040704,18.0003,0.12924,0.000261,
3.44185,0.018096,2.15199,1.28808,4.64891,0.713788,11.3472,54.8344,0.039606,58.9527,0.115254,0.000293,
3.39493,0.022783,2.61193,1.33918,4.14186,0.854721,10.6028,14.8179,0.039909,58.8162,0.156555,0.000291,
3.36526,0.02298,3.28129,1.31969,4.69965,0.68162,20.7479,14.5695,0.040304,58.4419,0.133328,0.00032,
3.76643,0.017542,2.06159,1.82896,4.83805,0.716098,11.1466,23.5291,0.041515,18.2491,0.117333,0.000284,
3.54331,0.019687,2.58888,1.40899,4.18599,0.820621,10.7387,14.5598,0.049402,57.4511,0.124021,0.000271,
3.48699,0.023532,2.53196,1.59046,4.31037,0.703405,12.5112,13.9782,0.039785,18.4505,0.187929,0.000268,
3.88677,0.018386,2.42584,1.22771,3.95104,0.834821,19.3198,15.7756,0.042133,60.2346,0.115892,0.00056,
3.43864,0.019751,2.74368,2.00783,7.96155,0.775617,10.6229,22.8448,0.040644,18.8079,0.130685,0.000267,
3.60947,0.02087,2.30284,1.31208,3.9839,0.735773,20.4206,13.6659,0.04002,19.5255,0.123944,0.000381,
3.73749,0.01637,2.4059,1.85191,4.14886,0.721678,20.4613,23.5524,0.043297,26.9447,0.116284,0.000515,
3.38037,0.016544,2.10523,1.22252,3.97978,0.727955,52.6008,23.2977,0.038922,65.0941,0.109343,0.000278,
3.35028,0.018284,2.36047,1.43531,4.08813,0.747306,11.4545,55.712,0.039336,58.9096,0.116373,0.000281,
3.40291,0.025502,2.42813,1.29086,4.09232,0.800419,51.9643,14.6875,0.041588,18.8207,0.17155,0.000283,
3.66724,0.017125,2.20957,1.66566,4.2164,0.697526,10.3829,54.8755,0.044924,18.6237,0.112093,0.000294,
3.31046,0.026841,3.30376,1.2396,3.9602,0.743086,12.0869,14.434,0.039567,28.0213,0.187686,0.000256,
3.62376,0.017376,2.36171,1.1767,3.94278,0.792254,19.8079,15.2454,0.039694,18.7293,0.119146,0.000318,
3.42555,0.019235,2.30934,1.20503,3.9144,0.791491,11.4034,22.9149,0.040885,18.2328,0.117824,0.000323,
3.43718,0.017709,2.74074,1.38563,3.9711,0.91391,20.2239,15.0616,0.039838,20.8154,0.113797,0.000264,
3.62926,0.016745,2.25552,1.24924,3.92609,0.700458,52.0482,23.1846,0.040147,26.9598,0.112651,0.000288,
3.37262,0.018054,2.33852,1.32232,3.95985,0.722529,50.812,55.1133,0.039153,17.9925,0.116357,0.000294,
3.39305,0.019503,2.3763,1.21134,4.0964,0.910766,11.1113,54.1046,0.039795,28.3817,0.121302,0.000265,
3.46006,0.015757,2.05377,1.23829,3.9472,0.697286,19.6178,13.8659,0.041895,27.2565,0.111335,0.000264,
3.37775,0.016619,2.04998,1.18308,3.98558,0.682001,51.5993,22.3528,0.03914,59.6157,0.117984,0.00033,
3.71477,0.018124,2.16478,1.69298,4.27348,0.705567,20.6452,54.4726,0.038753,18.7846,0.109113,0.0003,
3.18416,0.01838,2.41956,1.37047,4.00948,0.961226,48.797,24.0304,0.039182,59.6459,0.118619,0.000292,
3.40937,0.023595,2.78854,1.57342,4.17358,0.790425,51.6863,52.3805,0.04039,18.4136,0.1645,0.0003,
3.89664,0.022835,3.28061,1.21855,4.2669,0.822221,11.5804,55.7936,0.041838,19.6591,0.127306,0.000472,
3.52421,0.017871,2.27505,1.32491,4.02342,0.830272,19.2226,14.6894,0.041084,26.9917,0.112579,0.000323,
3.34444,0.02109,2.6132,1.28437,4.1158,0.80167,19.0936,22.641,0.040031,19.1107,0.122561,0.000261,
3.33146,0.022466,3.03536,1.51727,4.12524,0.832644,18.7771,22.9662,0.04025,27.5384,0.149284,0.000312,
3.73891,0.018327,2.2658,1.20075,3.99672,0.741784,50.6126,21.788,0.043499,59.0622,0.121848,0.000352,
3.51841,0.020311,2.203,1.43191,4.0707,0.691437,11.3138,53.5117,0.041734,58.1533,0.121274,0.000266,
3.43617,0.017836,2.34148,1.52861,4.00027,0.697573,19.0782,14.3582,0.04007,17.9422,0.120163,0.000261,
3.56689,0.020452,2.72221,1.41585,3.90989,0.765954,51.8303,22.5704,0.041958,26.3581,0.130227,0.000443,
3.64285,0.017747,2.19925,1.25262,3.82751,0.716188,11.4368,54.75,0.041435,58.7951,0.112832,0.000366,
3.35856,0.023294,2.60195,1.34564,3.90006,0.823609,49.521,14.8654,0.04076,27.7622,0.182321,0.00026,
3.52515,0.017635,2.41621,1.33483,5.1437,0.775258,51.2525,52.7169,0.044858,56.4937,0.126511,0.000284,
3.439,0.015912,2.05236,1.4905,3.93807,0.68905,20.736,53.9972,0.039381,60.7229,0.111285,0.000264,
3.20668,0.018853,2.43425,1.22736,3.91302,0.810374,10.875,23.9851,0.039793,18.9641,0.121048,0.000288,
3.31864,0.016675,2.04213,1.14522,3.87872,0.674206,11.7075,13.5942,0.040102,26.591,0.108469,0.000278,
3.53493,0.018717,2.32224,1.22838,4.00461,1.00609,21.7361,15.0399,0.038489,27.0154,0.126927,0.000291,
3.49842,0.018828,2.3021,1.28394,3.90402,0.803274,52.5025,24.8456,0.040084,26.3682,0.120057,0.000283,
3.3303,0.021677,3.36523,1.16933,3.78375,1.02759,12.136,56.8998,0.046493,57.7367,0.148742,0.000279,
3.44091,0.018394,2.5823,1.29056,3.85251,0.794534,11.8016,15.518,0.04142,18.4111,0.119008,0.000295,
3.31469,0.017667,2.27122,1.17017,4.26814,0.7658,10.6276,14.8422,0.0404,26.9225,0.115212,0.000317,
3.38123,0.020523,3.16355,1.22863,3.87106,0.940834,52.9451,14.7358,0.040306,59.0861,0.124478,0.000859,
3.92279,0.021659,3.08258,1.17355,3.83378,0.674496,51.8356,56.706,0.041654,18.8641,0.130253,0.00029,
3.69621,0.018852,2.08208,1.85373,4.26185,0.677237,51.7953,54.5985,0.06709,57.0162,0.11237,0.000576,
3.69857,0.015893,2.4313,1.24944,3.93834,0.96468,11.3578,55.1944,0.039491,58.0285,0.115618,0.000736,
3.22147,0.01934,3.1327,1.40192,3.97528,0.88705,12.1723,15.3811,0.039275,27.7355,0.146677,0.000304,
3.67592,0.017109,2.18521,1.21277,4.30302,0.751663,11.5364,15.1124,0.040904,17.5425,0.115091,0.000425,
3.37572,0.020671,2.54517,1.39015,4.1364,0.80647,20.0883,14.8924,0.040379,19.128,0.121419,0.000274,
3.56329,0.020253,2.99954,1.25862,3.79688,0.861074,50.7946,23.9527,0.040301,28.9228,0.154348,0.000274,
3.66833,0.022177,3.36685,1.51679,5.35887,0.768214,54.4316,54.9326,0.042296,60.9537,0.142759,0.000335,
3.81318,0.021237,2.3583,1.32908,3.89711,0.774791,21.1603,57.5683,0.05693,19.7228,0.11795,0.00039,
3.6213,0.016907,2.33513,1.39798,4.24372,0.823525,19.4775,24.3224,0.040665,18.7138,0.11591,0.00029,
3.34273,0.016731,2.22577,1.24284,3.82259,0.789848,11.3842,22.497,0.04,18.7467,0.124036,0.000281,
3.77465,0.01828,3.10274,1.3835,3.89381,0.789763,12.0526,15.2837,0.044217,61.3594,0.134257,0.000377,
3.56437,0.018322,2.28616,1.33653,3.9099,0.834473,51.4004,15.1769,0.040182,59.1404,0.131574,0.000301,
3.46164,0.022939,2.7481,1.57664,4.03473,0.895022,10.9098,55.0473,0.040373,59.4149,0.124267,0.000346,
3.76117,0.017488,2.2584,1.20215,3.95767,0.730431,20.4423,13.9019,0.04087,19.1845,0.118066,0.000315,
3.35248,0.016817,2.2297,1.46067,3.94875,0.779868,11.9269,23.4554,0.039682,19.6481,0.115641,0.000294,
3.60701,0.019802,2.7865,1.17323,3.85892,0.844735,51.3919,15.5621,0.040858,18.8424,0.129652,0.000544,
3.87896,0.017315,2.10373,1.27263,4.54211,0.711956,52.9173,54.2109,0.040832,28.2583,0.125511,0.000323,
4.22042,0.02584,3.29764,1.20016,3.80591,0.759993,12.7487,56.9782,0.044692,59.4966,0.169813,0.000613,
3.34488,0.017995,2.49169,1.24007,4.0241,1.18169,19.5872,16.4268,0.060938,62.1088,0.132729,0.000378,
3.4559,0.017043,2.69291,1.16989,3.92581,0.96415,18.9491,23.2488,0.041054,28.5746,0.131543,0.000331,
3.54015,0.01969,2.8349,1.27926,3.83612,1.01735,51.6131,22.8066,0.040894,26.4496,0.157385,0.000292,
4.00248,0.025019,2.34978,1.14996,3.79051,0.713108,13.5119,54.6814,0.043327,19.7753,0.17568,0.000321,
4.09437,0.017885,2.3461,1.32581,3.8352,0.820827,54.1661,16.6827,0.044938,19.4356,0.11853,0.00097,
3.32115,0.019004,2.48781,1.18042,3.8796,0.826648,52.4277,57.4848,0.039816,59.1436,0.119368,0.000306,
3.66298,0.023645,2.5976,1.20907,4.07222,0.959447,10.898,55.9888,0.040717,18.3929,0.122987,0.000261,
3.51997,0.018498,2.1915,1.18202,5.02875,0.720621,11.4059,13.8139,0.040985,27.3712,0.12456,0.000321,
3.42951,0.017096,2.47118,1.70542,4.39975,0.859192,21.3607,14.7392,0.040065,19.7748,0.115076,0.000257,
3.30924,0.021268,2.76789,1.29394,4.14679,0.909947,52.4917,25.0434,0.039909,58.8704,0.123608,0.000275,
3.56869,0.018818,3.12705,1.49023,4.19576,0.793005,19.6088,56.4185,0.047391,62.2933,0.122629,0.00029,
3.4283,0.016587,2.27722,1.33436,3.89189,0.788002,10.9575,22.6781,0.040254,20.5202,0.116914,0.000276,
3.42503,0.01829,2.17175,1.52333,4.67271,0.807334,52.3863,13.9398,0.039439,27.3381,0.118459,0.000247,
3.46894,0.019353,2.47247,1.20778,3.8682,0.699212,52.7159,55.5633,0.041182,27.0181,0.119548,0.000296,
3.46313,0.016328,2.10997,1.6089,3.85784,0.715051,10.9773,55.5437,0.041094,59.6322,0.111964,0.000275,
3.29362,0.018295,2.33186,1.24566,4.26858,0.767734,51.0615,14.0796,0.038941,21.8916,0.126114,0.000375,
3.48168,0.022742,2.52208,1.57001,4.47782,0.818764,50.4611,54.4058,0.040641,61.4291,0.126235,0.00025,
3.54815,0.016109,2.09744,1.24433,3.87574,0.693689,19.3848,53.2561,0.040966,60.2895,0.127589,0.000246,
3.33538,0.017329,2.17168,1.72415,4.06451,0.712248,50.016,22.272,0.038792,17.9922,0.142935,0.00027,
3.71655,0.016796,2.20227,1.24267,3.86373,0.756637,18.2962,52.9781,0.041112,18.7546,0.127683,0.000511,
3.35562,0.024533,2.96757,1.28184,4.00362,0.93179,11.0304,22.1995,0.040024,28.931,0.188589,0.000291,
3.80513,0.017398,2.22433,1.31191,3.9942,0.772949,52.7536,14.0319,0.044221,60.7386,0.127462,0.000587,
3.38429,0.016028,2.10199,1.62618,4.19041,0.727668,10.7254,55.5863,0.039947,26.8429,0.11263,0.000331,
3.25013,0.028744,2.97731,1.25026,3.92476,0.763463,10.8459,14.4698,0.039174,17.9573,0.133032,0.000264,
3.76068,0.016786,2.13022,1.32543,3.98463,0.711351,20.8546,13.6904,0.039829,59.6398,0.112583,0.000358,
3.34039,0.016429,2.29546,1.15368,3.80092,0.776383,19.4753,23.9314,0.038944,59.632,0.11915,0.000275,
3.34242,0.018828,2.3152,1.48122,4.22504,0.840489,18.983,22.6343,0.039501,17.9306,0.114263,0.00026,
3.31988,0.021045,4.30668,1.12527,3.7822,0.882536,48.2385,24.1765,0.040419,58.6172,0.165666,0.000285,
3.70491,0.02318,2.65307,1.27149,3.94643,0.894692,20.8325,51.7915,0.041434,57.4757,0.142175,0.000252,
3.90047,0.016399,2.18562,1.19223,3.92384,0.749937,20.1691,23.7722,0.039975,26.1735,0.115523,0.000294,
3.3907,0.01634,2.80725,1.5012,4.17181,0.993502,12.4884,23.974,0.040101,57.7796,0.128648,0.000326,
3.33516,0.022367,2.89081,1.24133,4.05453,0.992092,48.4578,16.3752,0.039207,26.2359,0.137181,0.000262,
3.53117,0.020329,2.7289,1.776,4.11571,1.03419,11.9086,52.2255,0.042075,18.99,0.142745,0.000267,
3.72008,0.017409,2.21733,1.28959,4.84424,0.790447,54.1249,14.9198,0.042189,59.5587,0.113594,0.000539,
3.35078,0.020739,2.45866,1.52791,4.08907,0.816749,10.9801,57.4034,0.039906,18.3003,0.119668,0.000259,
3.4513,0.017869,2.24662,1.28313,4.21929,0.773724,53.4203,14.0036,0.039885,18.1748,0.116027,0.000295,
3.31429,0.017811,2.30807,1.51672,4.04386,0.766171,10.4052,56.4979,0.038734,27.8043,0.118,0.000241,
3.40683,0.017846,2.59624,1.27326,3.84245,0.694566,51.7796,13.7004,0.03985,26.582,0.117491,0.000257,
3.63543,0.017064,2.12912,1.48404,4.07228,0.673889,19.1805,54.5861,0.04064,28.1689,0.110768,0.000609,
3.25566,0.017477,2.16287,1.25625,3.88836,0.708851,53.0582,22.0555,0.039347,56.3511,0.139339,0.000295,
4.40674,0.01693,2.18174,1.37668,4.43002,0.716929,20.8136,55.9599,0.042685,28.4932,0.115645,0.000503,
3.30486,0.017493,4.01929,1.32599,4.38167,1.18638,10.7854,26.0263,0.039341,27.9684,0.12382,0.000241,
3.43399,0.018053,2.19065,1.34022,4.08784,0.76847,11.384,13.7484,0.042042,20.2812,0.11523,0.000305,
3.62101,0.016419,2.20684,1.29007,3.98764,0.747466,54.8209,14.3427,0.040073,56.5208,0.115524,0.000238,
3.30794,0.017466,2.44674,1.64299,4.02805,0.796546,51.5302,58.0694,0.040238,19.4137,0.120165,0.000727,
3.33819,0.023279,2.6396,1.3453,3.99224,0.863907,18.4206,55.0386,0.03967,61.3384,0.124068,0.000275,
3.40834,0.027395,3.6666,1.56175,4.61539,1.04512,20.3132,23.1382,0.040698,18.0921,0.143365,0.000296,
4.42717,0.020401,2.18053,1.24948,3.8923,0.756806,11.9973,23.2539,0.066179,60.7039,0.125135,0.000333,
3.41102,0.017857,2.22009,1.44977,3.96784,0.818314,52.7466,15.0386,0.041752,17.7621,0.117021,0.00029,
3.38602,0.018217,2.57893,1.2752,3.81794,0.828699,53.0617,56.1588,0.039629,58.8546,0.12986,0.000263,
3.335,0.016924,2.15596,1.93764,4.34849,0.731959,11.0393,55.9541,0.042638,25.8873,0.114866,0.000277,
3.57226,0.016889,2.01045,1.1829,3.79653,0.726811,15.3081,13.7791,0.039342,61.4844,0.114066,0.000285,
3.32792,0.022736,2.83161,1.40986,4.23672,0.93684,51.0497,19.0799,0.039812,29.9266,0.148827,0.000255,
3.36438,0.024417,3.9585,1.66943,7.60373,1.06688,19.3435,56.0807,0.039684,17.846,0.173533,0.000327,
3.68973,0.021977,2.16513,2.16756,7.57864,0.756386,18.5765,22.2696,0.04273,18.5836,0.121547,0.000367,
3.32163,0.020509,2.51585,1.64484,7.17078,0.763021,14.8867,21.8583,0.0414,61.9814,0.136312,0.00025,
3.73017,0.018141,2.27041,1.32627,4.09938,0.92461,54.4938,18.0864,0.040899,59.0158,0.124271,0.000258,
3.36141,0.020535,2.6768,1.42995,4.13079,1.38805,19.301,58.5646,0.039603,27.2915,0.128767,0.00028,
3.61981,0.016352,2.08504,1.75289,4.75771,0.717591,54.7094,22.1062,0.040227,28.528,0.111814,0.000276,
3.33357,0.017809,2.20781,1.31559,3.93106,0.72163,55.8106,57.6425,0.039748,19.1261,0.115818,0.00025,
3.23615,0.017778,2.0848,1.89677,4.14634,0.745201,19.371,58.6444,0.038748,60.1639,0.113849,0.000272,
3.22376,0.018113,2.28696,1.23397,3.91994,0.832343,13,22.4938,0.039692,60.0006,0.124578,0.00031,
3.33032,0.021329,4.2346,2.08115,7.07944,0.99877,11.4696,18.2378,0.041978,17.9286,0.143136,0.000253,
3.43987,0.019252,2.2574,1.68375,4.10727,0.805929,54.3807,14.5365,0.041115,23.0348,0.120086,0.000295,
3.31821,0.020552,2.36443,1.97594,4.15737,0.779509,18.777,57.5301,0.039086,60.187,0.118098,0.000339,
3.33023,0.020259,2.43044,1.22226,3.91461,0.834469,22.6985,22.0456,0.03998,26.787,0.132121,0.000634,
3.51075,0.019267,2.50823,1.46987,3.91778,0.902247,50.3336,26.1125,0.041111,25.8038,0.123402,0.000314,
3.48478,0.025466,2.81807,1.19363,4.31568,0.731331,53.4298,53.8867,0.041544,22.4729,0.193294,0.000288,
4.62064,0.032746,3.67113,1.6885,3.99081,1.03898,12.5004,58.1435,0.068964,62.5321,0.173845,0.000423,
4.55796,0.017094,2.95566,1.19563,4.06957,0.921222,10.938,16.3826,0.065163,26.3805,0.127654,0.000906,
3.31596,0.019485,2.70659,1.7083,4.30462,0.784674,54.0639,14.4335,0.041224,61.5093,0.126025,0.000314,
3.59877,0.017717,2.40604,1.26931,3.88324,0.74785,19.5738,57.2226,0.042791,62.436,0.122607,0.00034,
3.39179,0.025068,2.69285,1.38571,3.97319,0.734836,20.9281,23.0057,0.040667,26.2836,0.190508,0.000301,
3.75477,0.017216,2.32464,1.29391,3.8304,0.777471,52.5663,24.0338,0.042145,22.2378,0.1167,0.001147,
3.31595,0.017614,2.33347,1.39642,4.01456,0.80357,19.754,55.7066,0.039486,18.6415,0.116746,0.000301,
3.41187,0.019015,2.48944,1.15397,3.80518,0.841748,11.3101,23.0887,0.039403,61.4512,0.118291,0.00024,
3.20155,0.025487,3.38417,1.27538,3.88101,0.958755,60.5079,15.6572,0.03997,25.9725,0.132036,0.000313,
3.41636,0.01838,2.67002,1.18929,3.89932,0.780023,11.5778,63.9613,0.044652,30.2666,0.12583,0.000468,
3.63782,0.019527,2.55877,1.77492,6.49131,0.815468,11.0447,14.9565,0.042721,58.1044,0.121574,0.000279,
3.33438,0.017679,2.17866,1.19627,3.90322,0.768417,51.4049,13.9946,0.039678,63.7969,0.119333,0.000286,
3.44784,0.017521,2.18706,1.24935,4.0254,0.743974,53.9751,54.3389,0.039731,21.7752,0.116335,0.000229,
3.23481,0.018809,2.33152,1.22234,4.77492,0.849763,10.9057,57.16,0.039599,18.408,0.121351,0.00026,
3.3193,0.021172,2.59248,1.38817,4.28968,0.747479,53.6433,14.2496,0.041029,61.6197,0.128838,0.000262,
3.54675,0.01775,2.93534,1.35579,3.9145,0.864643,11.8086,57.4469,0.04284,27.0988,0.122745,0.000321,
3.38285,0.017257,2.22598,1.52826,4.83651,0.808736,13.0196,14.8471,0.040209,28.9397,0.116357,0.000465,
3.20624,0.028768,3.92851,1.49709,4.18936,1.36834,53.1208,18.3208,0.039708,59.6071,0.148048,0.000281,
4.42224,0.023678,2.90118,1.57979,4.3483,1.02526,21.3597,57.0518,0.072456,27.0984,0.131867,0.000374,
4.05945,0.01861,2.36397,1.28977,3.99958,0.765167,19.6938,24.492,0.043,19.4713,0.121039,0.000659,
3.38481,0.016606,3.10948,1.33389,4.8169,0.705731,12.6817,23.5128,0.039767,68.1163,0.120152,0.000292,
3.58198,0.018537,2.535,1.21772,4.15747,0.842676,19.7215,16.0637,0.040089,19.2759,0.120849,0.000235,
3.40751,0.021018,2.58051,1.58671,4.01638,0.896835,10.7971,23.2044,0.040239,17.9303,0.132077,0.000362,
3.67353,0.016675,2.10277,1.49743,4.16539,0.696394,12.9904,13.5988,0.039581,58.3595,0.113679,0.000272,
3.24229,0.017556,2.53731,1.28896,3.90934,1.11346,19.2814,16.6459,0.039091,60.9873,0.111455,0.000269,
3.32133,0.033756,4.10771,1.17387,4.33471,1.16344,12.1331,24.5583,0.039103,18.1723,0.186046,0.00028,
3.95326,0.02074,2.4064,1.36122,4.13235,0.848616,17.0468,15.3914,0.077925,61.8239,0.127742,0.000734,
3.40322,0.018293,2.67422,1.66273,3.74613,0.943886,12.0208,20.6695,0.041829,18.8111,0.167207,0.000281,
3.38173,0.029641,4.03458,1.22136,3.79217,1.94654,61.064,18.0084,0.041278,22.1284,0.155407,0.000275,
4.48412,0.017023,2.1664,1.20134,3.96,0.762224,20.0991,63.9951,0.065267,62.4987,0.117559,0.00036,
3.32954,0.018377,2.96831,1.45963,3.88229,0.998907,20.8193,24.0728,0.038996,29.5987,0.127404,0.000249,
3.38712,0.01733,2.35623,1.25944,3.92532,0.786976,11.1913,23.9667,0.040485,27.4769,0.134973,0.000298,
3.35135,0.016823,2.22039,1.66417,3.95057,0.776679,52.91,14.1929,0.040055,20.2849,0.127933,0.000292,
3.51612,0.017678,2.18535,1.64305,3.84195,0.746145,59.3447,55.8448,0.040121,27.2618,0.122059,0.000288,
3.33594,0.01841,2.31515,1.88665,3.97544,0.749302,10.9913,62.4121,0.0394,17.9066,0.134194,0.000299,
3.38272,0.02101,2.75451,1.65679,5.31448,0.790075,27.2292,14.5388,0.039979,20.4687,0.120085,0.000311,
3.72494,0.018127,2.12658,1.33763,3.96645,0.71447,19.7673,30.0738,0.041287,28.5888,0.105976,0.000269,
3.23034,0.022645,2.44322,1.26328,4.16032,0.724492,11.8196,22.9403,0.038505,20.299,0.19327,0.000275,
3.62863,0.021675,2.42751,1.83429,4.41816,0.947631,10.8663,15.1986,0.041711,24.8095,0.128738,0.000532,
3.4312,0.016179,2.28893,1.2274,3.97168,0.709468,19.7722,13.8685,0.04147,22.0733,0.118272,0.00031,
3.24116,0.016849,2.20338,1.45745,4.50512,0.731599,21.1469,22.7111,0.039573,69.3138,0.11886,0.000355,
3.36584,0.017525,2.26927,1.34481,3.90477,0.82664,10.6458,24.2468,0.038994,27.9759,0.119048,0.000293,
3.22562,0.016193,2.09886,1.46267,4.51524,0.699491,11.6894,13.4473,0.039565,28.1036,0.124987,0.00026,
3.55595,0.017435,2.25665,1.31777,3.84077,0.829594,52.0383,14.7806,0.038916,18.1772,0.124143,0.000278,
3.30185,0.016614,2.29751,1.43188,4.08398,0.784836,18.6428,55.1244,0.039269,59.9563,0.119099,0.000309,
3.28442,0.029377,4.25622,1.70373,3.95181,1.51741,14.7692,24.4238,0.039396,66.3783,0.153947,0.000339,
4.30913,0.018634,2.23254,1.62622,4.08888,0.731609,11.5617,17.7368,0.072013,18.6663,0.120431,0.000352,
3.38594,0.020808,2.56526,1.40442,4.02646,0.784063,19.8009,14.9147,0.040276,34.5245,0.145807,0.000268,
3.75334,0.023558,2.65978,1.93831,3.83367,0.928188,19.4163,23.3933,0.041915,26.7951,0.131606,0.000362,
3.45645,0.022146,2.78976,1.66118,6.19623,0.746121,10.6745,22.9557,0.040651,19.9376,0.13905,0.000289,
3.52219,0.017687,2.06429,1.47584,3.84162,0.69856,51.7991,13.4402,0.040288,17.9847,0.12296,0.000467,
3.32151,0.017598,2.15148,1.13976,3.73316,0.730443,11.1407,54.6844,0.039419,26.5225,0.116602,0.000364,
3.32807,0.02849,3.84995,1.49552,3.88721,0.901647,53.79,15.8967,0.039773,28.2017,0.15755,0.000634,
4.49806,0.018198,2.6634,1.29795,3.75538,0.765111,15.7666,57.2216,0.06908,17.2798,0.130334,0.000353,
3.83464,0.016898,3.11884,1.2891,3.9388,1.03377,10.9326,19.9246,0.041275,18.9118,0.109935,0.000296,
3.30708,0.019357,2.78016,1.50326,4.01945,0.780975,51.0771,14.499,0.039492,59.041,0.120351,0.000312,
3.24476,0.016576,2.1796,1.26648,4.09787,0.692616,51.5768,53.9531,0.039745,28.3908,0.115893,0.000274,
3.22501,0.017502,2.27117,1.18276,3.96843,0.71506,10.8441,54.5666,0.038984,22.9028,0.119933,0.000838,
3.22727,0.017974,2.35816,1.60582,4.81279,0.79151,19.5262,13.9969,0.039663,18.9442,0.108524,0.000297,
3.28139,0.020295,2.90408,1.60537,4.082,1.13333,19.9234,23.5689,0.039314,27.999,0.118279,0.000357,
3.5643,0.01687,2.62538,1.40924,4.01488,0.739413,10.9585,23.2909,0.040082,27.1163,0.120697,0.000271,
3.27663,0.018712,2.74199,1.22653,4.08785,0.781427,51.1112,14.4853,0.040545,17.6662,0.125766,0.000304,
3.35302,0.017398,3.01912,1.43534,4.08596,0.766444,11.0483,54.9007,0.039456,58.5401,0.131111,0.000268,
3.46427,0.021543,2.87293,1.4328,3.9792,0.743259,11.9448,14.6684,0.042346,19.8908,0.203873,0.000297,
3.63036,0.016681,2.87391,1.49098,5.6568,0.933849,10.8682,15.7576,0.043992,62.5628,0.124652,0.000447,
